VENDOR,CLUSTER_AREA,SITE_NAME,SITE_DESCRIPTION,CELLNAME,LATITUDE,LONGITUDE,AZIMUTH,TECH,CARRIER,ACTSTATUS,FWA_SITE,GOLDEN_SITE
VEND-1,CLUST-10,SITE_452,Greytown,SITE_452_CELL-B,-41.080612,175.45938,210,TDD,L2300 - R,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_451,Titirangi North,SITE_451_CELL-A,-36.921206,174.659584,30,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_451,Titirangi North,SITE_451_CELL-B,-36.921206,174.659584,180,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_451,Titirangi North,SITE_451_CELL-A,-36.921206,174.659584,30,FDD,L2600,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_451,Titirangi North,SITE_451_CELL-B,-36.921206,174.659584,180,FDD,L2600,ACTIVE,NO,NO
VEND-1,CLUST-10,SITE_452,Greytown,SITE_452_CELL-C,-41.080612,175.45938,330,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-1,CLUST-10,SITE_452,Greytown,SITE_452_CELL-C,-41.080612,175.45938,330,TDD,L2300 - R,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_451,Titirangi North,SITE_451_CELL-C,-36.921206,174.659584,275,FDD,L2600,ACTIVE,NO,NO
VEND-1,CLUST-1,SITE_451,Titirangi North,SITE_451_CELL-C,-36.921206,174.659584,275,FDD,L1800,ACTIVE,NO,NO
VEND-4,CLUST-32,SITE_453,Dominion Road,SITE_453_CELL-A,-36.920084,174.736516,30,FDD,L2100,ACTIVE,NO,NO
VEND-4,CLUST-32,SITE_453,Dominion Road,SITE_453_CELL-B,-36.920084,174.736516,160,FDD,L2100,ACTIVE,NO,NO
VEND-4,CLUST-32,SITE_453,Dominion Road,SITE_453_CELL-C,-36.920084,174.736516,280,FDD,L2100,ACTIVE,NO,NO
VEND-4,CLUST-32,SITE_454,Dominion Road,SITE_454_CELL-A,-36.920084,174.736516,30,FDD,L700,ACTIVE,NO,NO
