VENDOR,CLUSTER_AREA,SITE_NAME,SITE_DESCRIPTION,CELLNAME,LATITUDE,LONGITUDE,AZIMUTH,TECH,CARRIER,ACTSTATUS,FWA_SITE,GOLDEN_SITE
VEND-3,CLUST-4,SITE_950,Kingsland Rail,AKLRJ1_L,-36.87271,174.743818,90,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_950,Kingsland Rail,AKLRJ1_N,-36.87271,174.743818,90,FDD,L2600,ACTIVE,NO,NO
NOKIA,Hamilton City,SITE_951,Newcastle Rd,MNCRJ2_M,-37.79451,175.232543,270,FDD,L2100,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_911,Mt Freeth,SMTFJ1_L,-41.295547,173.976952,75,FDD,L1800,ACTIVE,NO,NO
NOKIA,Hamilton City,SITE_951,Newcastle Rd,MNCRJ3_M,-37.79451,175.232543,350,FDD,L2100,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_911,Mt Freeth,SMTFJ1_N,-41.295547,173.976952,75,FDD,L2600,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_911,Mt Freeth,SMTFJ2_L,-41.295547,173.976952,170,FDD,L1800,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_911,Mt Freeth,SMTFJ1_J,-41.295547,173.976952,75,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_911,Mt Freeth,SMTFJ2_J,-41.295547,173.976952,170,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_911,Mt Freeth,SMTFJ3_J,-41.295547,173.976952,350,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_911,Mt Freeth,SMTFJ3_L,-41.295547,173.976952,350,FDD,L1800,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_952,Mt Hercules,SMHCA1_J,-43.166997,170.465206,80,FDD,L700,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_952,Mt Hercules,SMHCA2_J,-43.166997,170.465206,210,FDD,L700,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_952,Mt Hercules,SMHCA3_J,-43.166997,170.465206,325,FDD,L700,ACTIVE,NO,NO
NOKIA,Timaru,SITE_912,Mt Horrible,SHBLJ1_L,-44.406457,171.081204,30,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ1_M,-36.872327,174.799181,0,FDD,L2100,INACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ2_M,-36.872327,174.799181,0,FDD,L2100,INACTIVE,NO,NO
NOKIA,Timaru,SITE_912,Mt Horrible,SHBLJ2_L,-44.406457,171.081204,160,FDD,L1800,ACTIVE,NO,NO
NOKIA,Timaru,SITE_912,Mt Horrible,SHBLJ1_J,-44.406457,171.081204,30,FDD,L700,ACTIVE,NO,NO
NOKIA,Timaru,SITE_912,Mt Horrible,SHBLJ2_J,-44.406457,171.081204,160,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ3_M,-36.872327,174.799181,0,FDD,L2100,INACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ1_J,-36.872327,174.799181,45,FDD,L700,ACTIVE,NO,NO
NOKIA,Timaru,SITE_912,Mt Horrible,SHBLJ3_J,-44.406457,171.081204,270,FDD,L700,ACTIVE,NO,NO
NOKIA,Timaru,SITE_912,Mt Horrible,SHBLJ3_L,-44.406457,171.081204,270,FDD,L1800,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 1,SITE_913,Mt Mary,SMMYJ1_L,-44.139185,170.27827,80,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ2_J,-36.872327,174.799181,175,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ3_J,-36.872327,174.799181,285,FDD,L700,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 1,SITE_913,Mt Mary,SMMYJ2_L,-44.139185,170.27827,200,FDD,L1800,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 1,SITE_913,Mt Mary,SMMYJ1_J,-44.139185,170.27827,80,FDD,L700,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 1,SITE_913,Mt Mary,SMMYJ2_J,-44.139185,170.27827,200,FDD,L700,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 1,SITE_913,Mt Mary,SMMYJ3_J,-44.139185,170.27827,320,FDD,L700,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 1,SITE_913,Mt Mary,SMMYJ3_L,-44.139185,170.27827,320,FDD,L1800,ACTIVE,NO,NO
NOKIA,Bay of Plenty/Tauranga,SITE_737,Mt Maunganui,MMMUJ1_L,-37.654147,176.188087,10,FDD,L1800,ACTIVE,NO,NO
NOKIA,Bay of Plenty/Tauranga,SITE_737,Mt Maunganui,MMMUJ1_J,-37.654147,176.188087,10,FDD,L700,ACTIVE,NO,NO
NOKIA,Bay of Plenty/Tauranga,SITE_737,Mt Maunganui,MMMUJ2_J,-37.654147,176.188087,130,FDD,L700,ACTIVE,NO,NO
NOKIA,Bay of Plenty/Tauranga,SITE_737,Mt Maunganui,MMMUJ3_J,-37.654147,176.188087,250,FDD,L700,ACTIVE,NO,NO
NOKIA,Bay of Plenty/Tauranga,SITE_737,Mt Maunganui,MMMUJ1_N,-37.654147,176.188087,10,FDD,L2600,ACTIVE,NO,NO
NOKIA,Bay of Plenty/Tauranga,SITE_737,Mt Maunganui,MMMUJ2_N,-37.654147,176.188087,130,FDD,L2600,ACTIVE,NO,NO
NOKIA,Bay of Plenty/Tauranga,SITE_737,Mt Maunganui,MMMUJ3_N,-37.654147,176.188087,250,FDD,L2600,ACTIVE,NO,NO
NOKIA,Bay of Plenty/Tauranga,SITE_737,Mt Maunganui,MMMUJ2_L,-37.654147,176.188087,130,FDD,L1800,ACTIVE,NO,NO
NOKIA,Bay of Plenty/Tauranga,SITE_737,Mt Maunganui,MMMUJ3_L,-37.654147,176.188087,250,FDD,L1800,ACTIVE,NO,NO
NOKIA,Waikato,SITE_954,Newstead,MNSTJ1_M,-37.777251,175.340775,90,FDD,L2100,ACTIVE,NO,NO
RCG,Taranaki,SITE_955,Mt Messenger,RTRMME011,-38.900022,174.612935,250,FDD,L700,ACTIVE,NO,NO
RCG,Taranaki,SITE_955,Mt Messenger,RTRMME012,-38.900022,174.612935,350,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_954,Newstead,MNSTJ2_M,-37.777251,175.340775,210,FDD,L2100,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_956,Mt Murchison,SMUMA1_J,-41.729228,172.499237,80,FDD,L700,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_956,Mt Murchison,SMUMA2_J,-41.729228,172.499237,200,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_954,Newstead,MNSTJ3_M,-37.777251,175.340775,330,FDD,L2100,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_956,Mt Murchison,SMUMA3_J,-41.729228,172.499237,320,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_957,Ngahinapouri,MNGHJ1_M,-37.882754,175.194249,10,FDD,L2100,ACTIVE,NO,NO
NOKIA,Waikato,SITE_957,Ngahinapouri,MNGHJ2_M,-37.882754,175.194249,130,FDD,L2100,ACTIVE,NO,NO
CLUST-1,CH East,SITE_958,Mt Pleasant,SPLSA2_N,-43.588615,172.726836,190,FDD,L2600,ACTIVE,NO,NO
CLUST-1,CH East,SITE_958,Mt Pleasant,SPLSA2_L,-43.588615,172.726836,190,FDD,L1800,ACTIVE,NO,NO
NOKIA,Waikato,SITE_957,Ngahinapouri,MNGHJ3_M,-37.882754,175.194249,250,FDD,L2100,ACTIVE,NO,NO
CLUST-1,CH East,SITE_958,Mt Pleasant,SPLSA1_J,-43.588615,172.726836,110,FDD,L700,ACTIVE,NO,NO
CLUST-1,CH East,SITE_958,Mt Pleasant,SPLSA2_J,-43.588615,172.726836,190,FDD,L700,ACTIVE,NO,NO
CLUST-1,Southland 1,SITE_959,Mt Prospect,SPROA1_J,-45.412655,167.949752,90,FDD,L700,ACTIVE,NO,NO
CLUST-1,Southland 1,SITE_959,Mt Prospect,SPROA2_J,-45.412655,167.949752,210,FDD,L700,ACTIVE,NO,NO
CLUST-1,Southland 1,SITE_959,Mt Prospect,SPROA3_J,-45.412655,167.949752,330,FDD,L700,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 2,SITE_914,Mt Rochfort,SROCJ2_L,-41.778463,171.740224,235,FDD,L1800,ACTIVE,NO,NO
CLUST-1,WN Outer 1,SITE_960,Ngaio South,WNGSA2_M,-41.251353,174.771677,180,FDD,L2100,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 2,SITE_914,Mt Rochfort,SROCJ1_J,-41.778463,171.740224,115,FDD,L700,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 2,SITE_914,Mt Rochfort,SROCJ2_J,-41.778463,171.740224,235,FDD,L700,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 2,SITE_914,Mt Rochfort,SROCJ3_J,-41.778463,171.740224,355,FDD,L700,ACTIVE,NO,NO
NOKIA,West Coast and North Otago 2,SITE_914,Mt Rochfort,SROCJ3_L,-41.778463,171.740224,355,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ1_N,-36.872327,174.799181,45,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ2_N,-36.872327,174.799181,175,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ3_N,-36.872327,174.799181,285,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ1_L,-36.872327,174.799181,45,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ2_L,-36.872327,174.799181,175,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_953,Combes Road,ASECJ3_L,-36.872327,174.799181,285,FDD,L1800,ACTIVE,NO,NO
VEND-2,CLUST-4,SITE_961,Patiki Road,APTKF1_J,-36.872107,174.669864,70,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_962,Ngaruawahia,MNWAJ1_M,-37.666755,175.147643,35,FDD,L2100,ACTIVE,NO,NO
VEND-2,CLUST-4,SITE_961,Patiki Road,APTKF2_J,-36.872107,174.669864,190,FDD,L700,ACTIVE,NO,NO
VEND-2,CLUST-4,SITE_961,Patiki Road,APTKF3_J,-36.872107,174.669864,310,FDD,L700,ACTIVE,NO,NO
VEND-2,CLUST-4,SITE_961,Patiki Road,APTKF1_L,-36.872107,174.669864,70,FDD,L1800,ACTIVE,NO,NO
NOKIA,Waikato,SITE_962,Ngaruawahia,MNWAJ2_M,-37.666755,175.147643,155,FDD,L2100,ACTIVE,NO,NO
VEND-2,CLUST-4,SITE_961,Patiki Road,APTKF1_N,-36.872107,174.669864,70,FDD,L2600,ACTIVE,NO,NO
VEND-2,CLUST-4,SITE_961,Patiki Road,APTKF2_N,-36.872107,174.669864,190,FDD,L2600,ACTIVE,NO,NO
VEND-2,CLUST-4,SITE_961,Patiki Road,APTKF3_N,-36.872107,174.669864,310,FDD,L2600,ACTIVE,NO,NO
NOKIA,Waikato,SITE_962,Ngaruawahia,MNWAJ3_M,-37.666755,175.147643,270,FDD,L2100,ACTIVE,NO,NO
VEND-2,CLUST-4,SITE_961,Patiki Road,APTKF2_L,-36.872107,174.669864,190,FDD,L1800,ACTIVE,NO,NO
VEND-2,CLUST-4,SITE_961,Patiki Road,APTKF3_L,-36.872107,174.669864,310,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-4,SITE_963,Carrington,ACRTA1_J,-36.870755,174.704651,70,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_964,Ngatea,MNTAJ1_M,-37.278175,175.488147,45,FDD,L2100,ACTIVE,NO,NO
VEND-1,CLUST-4,SITE_963,Carrington,ACRTA2_J,-36.870755,174.704651,230,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_964,Ngatea,MNTAJ1_Q,-37.278175,175.488147,45,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-1,CLUST-4,SITE_963,Carrington,ACRTA3_J,-36.870755,174.704651,320,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-4,SITE_963,Carrington,ACRTA1_L,-36.870755,174.704651,70,FDD,L1800,ACTIVE,NO,NO
NOKIA,Waikato,SITE_964,Ngatea,MNTAJ2_M,-37.278175,175.488147,165,FDD,L2100,ACTIVE,NO,NO
VEND-1,CLUST-4,SITE_963,Carrington,ACRTA2_L,-36.870755,174.704651,230,FDD,L1800,ACTIVE,NO,NO
NOKIA,Waikato,SITE_964,Ngatea,MNTAJ2_Q,-37.278175,175.488147,165,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-1,CLUST-4,SITE_963,Carrington,ACRTA3_L,-36.870755,174.704651,320,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ1_M,-36.869441,174.874211,45,FDD,L2100,INACTIVE,NO,NO
NOKIA,Waikato,SITE_964,Ngatea,MNTAJ3_M,-37.278175,175.488147,285,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ2_M,-36.869441,174.874211,175,FDD,L2100,INACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ3_M,-36.869441,174.874211,300,FDD,L2100,INACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ1_J,-36.869441,174.874211,45,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ2_J,-36.869441,174.874211,175,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ3_J,-36.869441,174.874211,300,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_920,Mt Vernon,SVRNJ1_L,-41.54811,173.985379,50,FDD,L1800,ACTIVE,NO,NO
SAMSUNG,WN Outer 1,SITE_966,Ngauranga Interchange,WNGIF1_M,-41.249184,174.810034,60,FDD,L2100,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_920,Mt Vernon,SVRNJ1_N,-41.54811,173.985379,50,FDD,L2600,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_920,Mt Vernon,SVRNJ2_N,-41.54811,173.985379,260,FDD,L2600,ACTIVE,NO,NO
SAMSUNG,WN Outer 1,SITE_966,Ngauranga Interchange,WNGIF3_M,-41.249184,174.810034,250,FDD,L2100,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_920,Mt Vernon,SVRNJ3_N,-41.54811,173.985379,320,FDD,L2600,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_920,Mt Vernon,SVRNJ2_L,-41.54811,173.985379,260,FDD,L1800,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_920,Mt Vernon,SVRNJ1_J,-41.54811,173.985379,50,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_920,Mt Vernon,SVRNJ2_J,-41.54811,173.985379,260,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_920,Mt Vernon,SVRNJ3_J,-41.54811,173.985379,320,FDD,L700,ACTIVE,NO,NO
NOKIA,Marlborough 2,SITE_920,Mt Vernon,SVRNJ3_L,-41.54811,173.985379,320,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ1_N,-36.869441,174.874211,45,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ2_N,-36.869441,174.874211,175,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ3_N,-36.869441,174.874211,300,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ1_L,-36.869441,174.874211,45,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ2_L,-36.869441,174.874211,175,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-1,SITE_965,Glen Orchard,AGLOJ3_L,-36.869441,174.874211,300,FDD,L1800,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_967,Ngongotaha Industrial,MNIAJ1_Q,-38.070473,176.213371,10,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_968,Ashby Avenue,AHAVJ1_N,-36.869435,174.859493,30,FDD,L2600,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_968,Ashby Avenue,AHAVJ2_N,-36.869435,174.859493,150,FDD,L2600,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_967,Ngongotaha Industrial,MNIAJ2_Q,-38.070473,176.213371,150,TDD,L2300 - Q,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_968,Ashby Avenue,AHAVJ3_N,-36.869435,174.859493,270,FDD,L2600,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_969,Murchison Town,SMRCA1_J,-41.792759,172.368842,25,FDD,L700,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_967,Ngongotaha Industrial,MNIAJ3_Q,-38.070473,176.213371,260,TDD,L2300 - Q,ACTIVE,NO,NO
CLUST-1,West Coast and North Otago 2,SITE_969,Murchison Town,SMRCA2_J,-41.792759,172.368842,260,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_968,Ashby Avenue,AHAVJ1_J,-36.869435,174.859493,30,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_968,Ashby Avenue,AHAVJ2_J,-36.869435,174.859493,150,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_968,Ashby Avenue,AHAVJ3_J,-36.869435,174.859493,270,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_968,Ashby Avenue,AHAVJ1_L,-36.869435,174.859493,30,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_968,Ashby Avenue,AHAVJ2_L,-36.869435,174.859493,150,FDD,L1800,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_968,Ashby Avenue,AHAVJ3_L,-36.869435,174.859493,270,FDD,L1800,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_970,Ngongotaha Town,MNGTJ1_M,-38.093272,176.206504,5,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_971,New North Road,ANTRJ1_M,-36.869125,174.752499,20,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_971,New North Road,ANTRJ2_M,-36.869125,174.752499,140,FDD,L2100,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_970,Ngongotaha Town,MNGTJ2_M,-38.093272,176.206504,115,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_971,New North Road,ANTRJ3_M,-36.869125,174.752499,260,FDD,L2100,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_971,New North Road,ANTRJ1_J,-36.869125,174.752499,20,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_971,New North Road,ANTRJ2_J,-36.869125,174.752499,140,FDD,L700,ACTIVE,NO,NO
VEND-3,CLUST-4,SITE_971,New North Road,ANTRJ3_J,-36.869125,174.752499,260,FDD,L700,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_921,Murupara,MMRPJ1_L,-38.49818,176.696412,25,FDD,L1800,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_921,Murupara,MMRPJ1_J,-38.49818,176.696412,25,FDD,L700,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_921,Murupara,MMRPJ1_N,-38.49818,176.696412,25,FDD,L2600,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_922,Murupara Town,MMUTJ1_L,-38.458045,176.704395,1,FDD,L1800,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_972,NORFOLK CELL SITE,CNOKJ1_M,-39.206154,174.230935,30,FDD,L2100,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_922,Murupara Town,MMUTJ1_J,-38.458045,176.704395,1,FDD,L700,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_922,Murupara Town,MMUTJ2_J,-38.458045,176.704395,240,FDD,L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_972,NORFOLK CELL SITE,CNOKJ2_M,-39.206154,174.230935,150,FDD,L2100,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_922,Murupara Town,MMUTJ3_J,-38.458045,176.704395,120,FDD,L700,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_922,Murupara Town,MMUTJ2_L,-38.458045,176.704395,240,FDD,L1800,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_972,NORFOLK CELL SITE,CNOKJ3_M,-39.206154,174.230935,270,FDD,L2100,ACTIVE,NO,NO
NOKIA,Rotorua/Taupo,SITE_922,Murupara Town,MMUTJ3_L,-38.458045,176.704395,120,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_923,Musick Point,AMUPA1_J,-36.847048,174.901702,90,FDD,L700,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_923,Musick Point,AMUPA3_J,-36.847048,174.901702,350,FDD,L700,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_973,Normanby,CNMBJ1_Q,-39.535734,174.273184,80,TDD,L2300 - Q,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_973,Normanby,CNMBJ1_R,-39.535734,174.273184,80,TDD,L2300 - R,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_923,Musick Point,AMUPA1_L,-36.847048,174.901702,90,FDD,L1800,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_923,Musick Point,AMUPA1_N,-36.847048,174.901702,90,FDD,L2600,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_923,Musick Point,AMUPA3_N,-36.847048,174.901702,350,FDD,L2600,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_973,Normanby,CNMBJ2_Q,-39.535734,174.273184,200,TDD,L2300 - Q,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_973,Normanby,CNMBJ2_R,-39.535734,174.273184,200,TDD,L2300 - R,ACTIVE,NO,NO
VEND-1,CLUST-6& Gulf Islands,SITE_923,Musick Point,AMUPA3_L,-36.847048,174.901702,350,FDD,L1800,ACTIVE,NO,NO
NOKIA,Dunedin,SITE_924,Musselburgh,SMLBJ1_L,-45.894579,170.506636,80,FDD,L1800,ACTIVE,NO,NO
NOKIA,Dunedin,SITE_924,Musselburgh,SMLBJ1_N,-45.894579,170.506636,80,FDD,L2600,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_973,Normanby,CNMBJ3_Q,-39.535734,174.273184,320,TDD,L2300 - Q,ACTIVE,NO,NO
NOKIA,Taranaki,SITE_973,Normanby,CNMBJ3_R,-39.535734,174.273184,320,TDD,L2300 - R,ACTIVE,NO,NO
NOKIA,Dunedin,SITE_924,Musselburgh,SMLBJ2_N,-45.894579,170.506636,190,FDD,L2600,ACTIVE,NO,NO
NOKIA,Dunedin,SITE_924,Musselburgh,SMLBJ3_N,-45.894579,170.506636,310,FDD,L2600,ACTIVE,NO,NO
NOKIA,Dunedin,SITE_924,Musselburgh,SMLBJ2_L,-45.894579,170.506636,190,FDD,L1800,ACTIVE,NO,NO
NOKIA,Dunedin,SITE_924,Musselburgh,SMLBJ1_J,-45.894579,170.506636,80,FDD,L700,ACTIVE,NO,NO
NOKIA,Dunedin,SITE_924,Musselburgh,SMLBJ2_J,-45.894579,170.506636,190,FDD,L700,ACTIVE,NO,NO
NOKIA,Dunedin,SITE_924,Musselburgh,SMLBJ3_J,-45.894579,170.506636,310,FDD,L700,ACTIVE,NO,NO
NOKIA,Dunedin,SITE_924,Musselburgh,SMLBJ3_L,-45.894579,170.506636,310,FDD,L1800,ACTIVE,NO,NO
NOKIA,Waikato,SITE_925,Mystery Creek,MMCKJ1_L,-37.873632,175.3505,20,FDD,L1800,ACTIVE,NO,NO
NOKIA,Waikato,SITE_925,Mystery Creek,MMCKJ1_J,-37.873632,175.3505,20,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_925,Mystery Creek,MMCKJ2_J,-37.873632,175.3505,180,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_925,Mystery Creek,MMCKJ3_J,-37.873632,175.3505,280,FDD,L700,ACTIVE,NO,NO
NOKIA,Waikato,SITE_925,Mystery Creek,MMCKJ1_N,-37.873632,175.3505,20,FDD,L2600,ACTIVE,NO,NO
NOKIA,Waikato,SITE_925,Mystery Creek,MMCKJ2_N,-37.873632,175.3505,180,FDD,L2600,ACTIVE,NO,NO
NOKIA,Waikato,SITE_925,Mystery Creek,MMCKJ3_N,-37.873632,175.3505,280,FDD,L2600,ACTIVE,NO,NO
NOKIA,Waikato,SITE_925,Mystery Creek,MMCKJ2_L,-37.873632,175.3505,180,FDD,L1800,ACTIVE,NO,NO
NOKIA,Waikato,SITE_925,Mystery Creek,MMCKJ3_L,-37.873632,175.3505,280,FDD,L1800,ACTIVE,NO,NO
CLUST-1,WN Lower Hutt,SITE_974,Naenae Industrial,WNNIA1_L,-41.201808,174.946603,20,FDD,L1800,ACTIVE,NO,NO
CLUST-1,WN Lower Hutt,SITE_974,Naenae Industrial,WNNIA2_L,-41.201808,174.946603,140,FDD,L1800,ACTIVE,NO,NO
SAMSUNG,CH North,SITE_975,North Burwood,SNBWF1_M,-43.481436,172.705041,90,FDD,L2100,ACTIVE,NO,NO
CLUST-1,WN Lower Hutt,SITE_974,Naenae Industrial,WNNIA1_J,-41.201808,174.946603,20,FDD,L700,ACTIVE,NO,NO
SAMSUNG,CH North,SITE_975,North Burwood,SNBWF1_Q,-43.481436,172.705041,90,TDD,L2300 - Q,ACTIVE,NO,NO
SAMSUNG,CH North,SITE_975,North Burwood,SNBWF1_R,-43.481436,172.705041,90,TDD,L2300 - R,ACTIVE,NO,NO
CLUST-1,WN Lower Hutt,SITE_974,Naenae Industrial,WNNIA2_J,-41.201808,174.946603,140,FDD,L700,ACTIVE,NO,NO
CLUST-1,WN Lower Hutt,SITE_974,Naenae Industrial,WNNIA3_J,-41.201808,174.946603,255,FDD,L700,ACTIVE,NO,NO
SAMSUNG,CH North,SITE_975,North Burwood,SNBWF2_M,-43.481436,172.705041,210,FDD,L2100,ACTIVE,NO,NO
CLUST-1,WN Lower Hutt,SITE_974,Naenae Industrial,WNNIA3_L,-41.201808,174.946603,255,FDD,L1800,ACTIVE,NO,NO
SAMSUNG,CH North,SITE_975,North Burwood,SNBWF2_Q,-43.481436,172.705041,210,TDD,L2300 - Q,ACTIVE,NO,NO
SAMSUNG,CH North,SITE_975,North Burwood,SNBWF2_R,-43.481436,172.705041,210,TDD,L2300 - R,ACTIVE,NO,NO
CLUST-1,Napier,SITE_926,Napier City Relocation,CNCRA1_J,-39.490309,176.917074,10,FDD,L700,INACTIVE,NO,NO
