VENDOR,CLUSTER_AREA,ENODEBID,ECI,SITE_NAME,LATITUDE,LONGITUDE,AZIMUTH,HEIGHT,ANTENNA,LOCAL_CELLID,PCI,RSI,M_TILT,CELLNAME,ULEARFCN,DLEARFCN,UL BW,20MHz,TECH,CELLRADIUS,PMAX,RSPOWER (dBm),TXRX_MODE,TAC,CARRIER,ACTSTATUS,BLKSTATUS
CLUST-1,Canterbury North,1390,355961,SKPIA,-43.382684,172.65855,210,18.8,0700_Kathrein_80010866_E02,121,202,242,0,SKPIA2_J,27310,9310,20MHz,20MHz,FDD,15000,47.8,20,2T2R,28151,L700,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,1390,355971,SKPIA,-43.382684,172.65855,330,18.8,0700_Kathrein_80010866_E02,131,203,825,0,SKPIA3_J,27310,9310,20MHz,20MHz,FDD,22000,47.8,20,2T2R,28151,L700,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,1390,355973,SKPIA,-43.382684,172.65855,330,18.8,1800_Kathrein_80010866_E03,133,203,784,0,SKPIA3_L,19600,1600,20MHz,20MHz,FDD,22000,46,18.2,4T4R,28151,L1800,ACTIVE,UNBLOCKED
SAMSUNG,Canterbury North,628184,160815217,SKPNF,-43.362093,172.675061,100,35,1800_Kathrein_80010866_E04,113,87,125,0,SKPNF1_L,19600,1600,20MHz,20MHz,FDD,15920,47.8,20,4T4R,28151,L1800,ACTIVE,UNBLOCKED
SAMSUNG,Canterbury North,628184,160815229,SKPNF,-43.362093,172.675061,220,35,2600_Kathrein_80010866_E04,125,88,405,0,SKPNF2_N,21200,3200,20MHz,20MHz,FDD,15920,46,18.2,4T4R,28151,L2600,ACTIVE,UNBLOCKED
SAMSUNG,Canterbury North,628184,160815239,SKPNF,-43.362093,172.675061,340,35,2600_Kathrein_80010866_E04,135,89,365,0,SKPNF3_N,21200,3200,20MHz,20MHz,FDD,15920,46,18.2,4T4R,28151,L2600,ACTIVE,UNBLOCKED
SAMSUNG,Canterbury North,628184,160815227,SKPNF,-43.362093,172.675061,220,35,1800_Kathrein_80010866_E04,123,88,0,0,SKPNF2_L,19600,1600,20MHz,20MHz,FDD,15920,47.8,20,4T4R,28151,L1800,ACTIVE,UNBLOCKED
SAMSUNG,Canterbury North,628184,160815215,SKPNF,-43.362093,172.675061,100,35,0700_Kathrein_80010866_E03,111,87,125,0,SKPNF1_J,27310,9310,20MHz,20MHz,FDD,38800,46,18.2,2T2R,28151,L700,ACTIVE,UNBLOCKED
SAMSUNG,Canterbury North,628184,160815225,SKPNF,-43.362093,172.675061,220,35,0700_Kathrein_80010866_E08,121,88,74,0,SKPNF2_J,27310,9310,20MHz,20MHz,FDD,22780,46,18.2,2T2R,28151,L700,ACTIVE,UNBLOCKED
SAMSUNG,Canterbury North,628184,160815235,SKPNF,-43.362093,172.675061,340,35,0700_Kathrein_80010866_E06,131,89,752,0,SKPNF3_J,27310,9310,20MHz,20MHz,FDD,22780,46,18.2,2T2R,28151,L700,ACTIVE,UNBLOCKED
SAMSUNG,Canterbury North,628184,160815237,SKPNF,-43.362093,172.675061,340,35,1800_Kathrein_80010866_E04,133,89,768,0,SKPNF3_L,19600,1600,20MHz,20MHz,FDD,15920,47.8,20,4T4R,28151,L1800,ACTIVE,UNBLOCKED
NOKIA,Bay of Plenty/Tauranga,300461,76918130,MKRUJ,-37.706236,176.267239,10,20,2100_Huawei_APE4516R1v06_E02,114,180,640,0,MKRUJ1_M,18275,275,15MHz,15MHz,FDD,12200,46,19.5,4T4R,48141,L2100,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,2380,609393,SKASA,-43.391689,172.656772,40,25.3,1800_Kathrein_80010892V01_E04,113,270,688,0,SKASA1_L,19600,1600,20MHz,20MHz,FDD,22000,46,18.2,4T4R,28151,L1800,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,2380,609403,SKASA,-43.391689,172.656772,160,25.3,1800_Kathrein_80010892V01_E03,123,271,416,0,SKASA2_L,19600,1600,20MHz,20MHz,FDD,22000,46,18.2,4T4R,28151,L1800,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,2380,609391,SKASA,-43.391689,172.656772,40,25.3,0700_Kathrein_80010892V01_E05,111,270,649,0,SKASA1_J,27310,9310,20MHz,20MHz,FDD,22000,47.8,20,2T2R,28151,L700,ACTIVE,UNBLOCKED
NOKIA,Bay of Plenty/Tauranga,300461,76918140,MKRUJ,-37.706236,176.267239,140,19,2100_Kathrein_80010865_E025,124,181,720,0,MKRUJ2_M,18275,275,15MHz,15MHz,FDD,22780,46,19.5,4T4R,48141,L2100,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,2380,609401,SKASA,-43.391689,172.656772,160,25.3,0700_Kathrein_80010892V01_E05,121,271,434,0,SKASA2_J,27310,9310,20MHz,20MHz,FDD,22000,47.8,20,2T2R,28151,L700,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,2380,609411,SKASA,-43.391689,172.656772,280,25.3,0700_Kathrein_80010892V01_E05,131,272,770,0,SKASA3_J,27310,9310,20MHz,20MHz,FDD,22000,47.8,20,2T2R,28151,L700,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,2380,609413,SKASA,-43.391689,172.656772,280,25.3,1800_Kathrein_80010892V01_E03,133,272,504,0,SKASA3_L,19600,1600,20MHz,20MHz,FDD,22000,46,18.2,4T4R,28151,L1800,ACTIVE,UNBLOCKED
NOKIA,Bay of Plenty/Tauranga,300461,76918150,MKRUJ,-37.706236,176.267239,260,19,2100_Kathrein_80010865_E025,134,182,586,0,MKRUJ3_M,18275,275,15MHz,15MHz,FDD,22780,46,19.5,4T4R,48141,L2100,ACTIVE,UNBLOCKED
RCG,Northland,100033,25608459,RNLKAR,-35.615751,174.439258,30,20,0700_Kathrein_80010965_E02,11,0,23,0,RNLKAR011,27310,9310,20MHz,20MHz,FDD,12200,47.20000076,19.4,4T4R,12289,L700,ACTIVE,UNBLOCKED
RCG,Northland,100033,25608460,RNLKAR,-35.615751,174.439258,125,20,0700_Kathrein_80010991_E03,12,1,0,2,RNLKAR012,27310,9310,20MHz,20MHz,FDD,22780,47.20000076,19.4,4T4R,12289,L700,ACTIVE,UNBLOCKED
RCG,Northland,100033,25608461,RNLKAR,-35.615751,174.439258,230,20,0700_Kathrein_80010965_E03,13,2,13,0,RNLKAR013,27310,9310,20MHz,20MHz,FDD,15920,47.20000076,19.4,4T4R,12289,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300411,76905330,NKAIL,-35.108124,173.272488,110,36,2100_Kathrein_80010865_E04,114,18,99,0,NKAIJ1_M,18275,275,15MHz,15MHz,FDD,15920,46,19.5,4T4R,18161,L2100,ACTIVE,UNBLOCKED
CLUST-1,Waikato,1770,453231,MKAAA,-37.103688,175.276996,30,30,0700_Kathrein_80010736V01_E06,111,90,283,0,MKAAA1_J,27310,9310,20MHz,20MHz,FDD,37000,46,17.9,2T2R,48131,L700,ACTIVE,UNBLOCKED
CLUST-1,Waikato,1770,453241,MKAAA,-37.103688,175.276996,140,30,0700_Kathrein_80010736V01_E06,121,91,0,0,MKAAA2_J,27310,9310,20MHz,20MHz,FDD,37000,46,17.9,2T2R,48131,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300411,76905340,NKAIL,-35.108124,173.272488,230,36,2100_Kathrein_80010865_E06,124,19,10,0,NKAIJ2_M,18275,275,15MHz,15MHz,FDD,15920,46,19.5,4T4R,18161,L2100,ACTIVE,UNBLOCKED
NOKIA,Northland,300411,76905343,NKAIL,-35.108124,173.272488,230,36,2300_Nokia_AENB_6BB_OpA120_E065,127,19,10,0,NKAIJ2_Q,39250,39250,20MHz,20MHz,TDD,9770,33.90000153,5.2,32T32R,18161,L2300 - Q,ACTIVE,UNBLOCKED
NOKIA,Northland,300411,76905344,NKAIL,-35.108124,173.272488,230,36,2300_Nokia_AENB_6BB_OpA120_E065,128,19,10,0,NKAIJ2_R,39052,39052,20MHz,20MHz,TDD,9770,33.90000153,5.2,32T32R,18161,L2300 - R,ACTIVE,UNBLOCKED
CLUST-1,Waikato,1770,453251,MKAAA,-37.103688,175.276996,210,30,0700_Amphenol_BXA_70033_8BF_EDIN_E02,131,92,191,0,MKAAA3_J,27310,9310,20MHz,20MHz,FDD,15000,46,17.9,2T2R,48131,L700,ACTIVE,UNBLOCKED
NOKIA,Waikato,301335,77141873,MKAIL,-37.321517,175.391903,50,18,1800_Commscope_FFVV-65C-R2_E05,113,168,261,0,MKAIJ1_L,19600,1600,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,48131,L1800,ACTIVE,UNBLOCKED
NOKIA,Waikato,301335,77141871,MKAIL,-37.321517,175.391903,50,18,0700_Commscope_FFVV-65C-R2_E08,111,168,261,0,MKAIJ1_J,27310,9310,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,48131,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300411,76905350,NKAIL,-35.108124,173.272488,350,36,2100_Huawei_ASI4518R85v06_E02,134,20,320,0,NKAIJ3_M,18275,275,15MHz,15MHz,FDD,38800,46,19.5,4T4R,18161,L2100,ACTIVE,UNBLOCKED
NOKIA,Waikato,301335,77141881,MKAIL,-37.321517,175.391903,130,18,0700_Commscope_FFVV-65C-R2_E03,121,169,94,0,MKAIJ2_J,27310,9310,20MHz,20MHz,FDD,58830,47.79999924,20,4T4R,48131,L700,ACTIVE,UNBLOCKED
NOKIA,Waikato,301335,77141891,MKAIL,-37.321517,175.391903,330,18,0700_Commscope_FFVV-65C-R2_E03,131,170,468,0,MKAIJ3_J,27310,9310,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,48131,L700,ACTIVE,UNBLOCKED
NOKIA,Waikato,301335,77141883,MKAIL,-37.321517,175.391903,130,18,1800_Commscope_FFVV-65C-R2_E03,123,169,429,0,MKAIJ2_L,19600,1600,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,48131,L1800,ACTIVE,UNBLOCKED
NOKIA,Waikato,301335,77141893,MKAIL,-37.321517,175.391903,330,18,1800_Commscope_FFVV-65C-R2_E03,133,170,468,0,MKAIJ3_L,19600,1600,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,48131,L1800,ACTIVE,UNBLOCKED
RCG,Northland,100039,25609995,RNLKAI,-35.766702,173.696437,135,15,0700_Kathrein_80010965_E02,11,102,14,0,RNLKAI011,27310,9310,20MHz,20MHz,FDD,15920,47.20000076,18.4,2T2R,12288,L700,ACTIVE,UNBLOCKED
RCG,Northland,100039,25609996,RNLKAI,-35.766702,173.696437,300,15,0700_Kathrein_80010965_E02,12,103,113,0,RNLKAI012,27310,9310,20MHz,20MHz,FDD,15920,47.20000076,18.4,2T2R,12288,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300413,76905843,NKKHJ,-35.406931,173.797765,10,20,2600_Kathrein_80010866_E025,115,165,458,0,NKKHJ1_N,21200,3200,20MHz,20MHz,FDD,9770,46,18.2,4T4R,18161,L2600,ACTIVE,UNBLOCKED
NOKIA,Northland,300413,76905853,NKKHJ,-35.406931,173.797765,130,20,2600_Kathrein_80010865_E025,125,166,496,0,NKKHJ2_N,21200,3200,20MHz,20MHz,FDD,15920,46,18.2,4T4R,18161,L2600,ACTIVE,UNBLOCKED
NOKIA,Northland,300413,76905863,NKKHJ,-35.406931,173.797765,250,20,2600_Kathrein_80010865_E025,135,167,0,0,NKKHJ3_N,21200,3200,20MHz,20MHz,FDD,15920,46,18.2,4T4R,18161,L2600,ACTIVE,UNBLOCKED
NOKIA,Northland,300413,76905841,NKKHJ,-35.406931,173.797765,10,20,1800_Kathrein_80010866_E025,113,165,458,0,NKKHJ1_L,19600,1600,20MHz,20MHz,FDD,9770,46,18.2,4T4R,18161,L1800,ACTIVE,UNBLOCKED
NOKIA,Marlborough 1,300693,76977522,SKTTJ,-41.044381,173.011454,20,18.8,2100_Commscope_FFVV-65C-R2_E02,114,135,800,0,SKTTJ1_M,18275,275,15MHz,15MHz,FDD,38800,46,19.5,4T4R,28121,L2100,ACTIVE,UNBLOCKED
NOKIA,Northland,300413,76905839,NKKHJ,-35.406931,173.797765,10,20,0700_Kathrein_80010865_E02,111,165,458,0,NKKHJ1_J,27310,9310,20MHz,20MHz,FDD,9770,47.79999924,20,2T2R,18161,L700,ACTIVE,UNBLOCKED
NOKIA,Marlborough 1,300693,76977525,SKTTJ,-41.044381,173.011454,20,18.8,2300_Commscope_FFVV-65C-R2_E02,117,135,539,0,SKTTJ1_Q,39250,39250,20MHz,20MHz,TDD,15920,43,15.2,4T4R,28121,L2300 - Q,ACTIVE,UNBLOCKED
NOKIA,Marlborough 1,300693,76977526,SKTTJ,-41.044381,173.011454,20,18.8,2300_Commscope_FFVV-65C-R2_E02,118,135,539,0,SKTTJ1_R,39052,39052,20MHz,20MHz,TDD,15920,43,15.2,4T4R,28121,L2300 - R,ACTIVE,UNBLOCKED
NOKIA,Northland,300413,76905849,NKKHJ,-35.406931,173.797765,130,20,0700_Kathrein_80010865_E02,121,166,496,0,NKKHJ2_J,27310,9310,20MHz,20MHz,FDD,22780,47.79999924,20,2T2R,18161,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300413,76905859,NKKHJ,-35.406931,173.797765,250,20,0700_Kathrein_80010865_E02,131,167,0,0,NKKHJ3_J,27310,9310,20MHz,20MHz,FDD,22780,47.79999924,20,2T2R,18161,L700,ACTIVE,UNBLOCKED
NOKIA,Marlborough 1,300693,76977532,SKTTJ,-41.044381,173.011454,190,18.8,2100_Commscope_FFVV-65C-R2_E05,124,136,272,0,SKTTJ2_M,18275,275,15MHz,15MHz,FDD,58830,46,19.5,4T4R,28121,L2100,ACTIVE,UNBLOCKED
NOKIA,Northland,300413,76905851,NKKHJ,-35.406931,173.797765,130,20,1800_Kathrein_80010865_E025,123,166,496,0,NKKHJ2_L,19600,1600,20MHz,20MHz,FDD,15920,46,18.2,4T4R,18161,L1800,ACTIVE,UNBLOCKED
NOKIA,Northland,300413,76905861,NKKHJ,-35.406931,173.797765,250,20,1800_Kathrein_80010865_E025,133,167,0,0,NKKHJ3_L,19600,1600,20MHz,20MHz,FDD,15920,46,18.2,4T4R,18161,L1800,ACTIVE,UNBLOCKED
NOKIA,East Coast 2,300209,76853618,CKILJ,-38.677742,178.031515,30,24,2100_Commscope_RVV33BR3_E07,114,285,278,0,CKILJ1_M,18275,275,15MHz,15MHz,FDD,22780,46,19.5,4T4R,48181,L2100,INACTIVE,UNBLOCKED
NOKIA,Dunedin,300141,76836211,SKVRJ,-45.879833,170.470384,10,18.8,2600_Huawei_APE4516R1v06_E03,115,273,720,0,SKVRJ1_N,21200,3200,20MHz,20MHz,FDD,12200,46,18.2,4T4R,28181,L2600,ACTIVE,UNBLOCKED
NOKIA,Dunedin,300141,76836221,SKVRJ,-45.879833,170.470384,210,18.8,2600_Huawei_APE4516R1v06_E03,125,274,32,0,SKVRJ2_N,21200,3200,20MHz,20MHz,FDD,12200,46,18.2,4T4R,28181,L2600,ACTIVE,UNBLOCKED
NOKIA,East Coast 2,300209,76853628,CKILJ,-38.677742,178.031515,90,24,2100_Commscope_RVV33BR3_E03,124,286,736,0,CKILJ2_M,18275,275,15MHz,15MHz,FDD,38800,46,19.5,4T4R,48181,L2100,ACTIVE,UNBLOCKED
NOKIA,Dunedin,300141,76836209,SKVRJ,-45.879833,170.470384,10,19,1800_Huawei_APE4516R1v06_E03,113,273,720,0,SKVRJ1_L,19600,1600,20MHz,20MHz,FDD,12200,46,18.2,4T4R,28181,L1800,ACTIVE,UNBLOCKED
NOKIA,Dunedin,300141,76836219,SKVRJ,-45.879833,170.470384,210,19,1800_Huawei_APE4516R1v06_E03,123,274,32,0,SKVRJ2_L,19600,1600,20MHz,20MHz,FDD,12200,46,18.2,4T4R,28181,L1800,ACTIVE,UNBLOCKED
NOKIA,Dunedin,300141,76836207,SKVRJ,-45.879833,170.470384,10,18.8,0700_Huawei_APE4516R1v06_E02,111,273,210,0,SKVRJ1_J,27310,9310,20MHz,20MHz,FDD,12200,47.79999924,20,2T2R,28181,L700,ACTIVE,UNBLOCKED
NOKIA,Dunedin,300141,76836217,SKVRJ,-45.879833,170.470384,210,18.8,0700_Huawei_APE4516R1v06_E03,121,274,201,0,SKVRJ2_J,27310,9310,20MHz,20MHz,FDD,12200,47.79999924,20,2T2R,28181,L700,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300711,76982141,SKKFL,-42.355386,173.676041,210,18.7,2600_Kathrein_80010866_E03,125,343,205,0,SKKFJ2_N,21200,3200,20MHz,20MHz,FDD,38800,46,18.2,4T4R,28251,L2600,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300711,76982129,SKKFL,-42.355386,173.676041,10,18.7,1800_Kathrein_80010865_E025,113,342,22,0,SKKFJ1_L,19600,1600,20MHz,20MHz,FDD,38800,46,18.2,4T4R,28251,L1800,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300711,76982139,SKKFL,-42.355386,173.676041,210,18.7,1800_Kathrein_80010866_E03,123,343,205,0,SKKFJ2_L,19600,1600,20MHz,20MHz,FDD,38800,46,18.2,4T4R,28251,L1800,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300711,76982127,SKKFL,-42.355386,173.676041,10,18.7,0700_Kathrein_80010865_E02,111,342,210,0,SKKFJ1_J,27310,9310,20MHz,20MHz,FDD,38800,48.79999924,21,4T4R,28251,L700,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300711,76982137,SKKFL,-42.355386,173.676041,210,18.7,0700_Kathrein_80010866_E04,121,343,111,0,SKKFJ2_J,27310,9310,20MHz,20MHz,FDD,38800,48.79999924,21,4T4R,28251,L700,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300711,76982147,SKKFL,-42.355386,173.676041,290,18.7,0700_Kathrein_80010865_E02,131,344,415,0,SKKFJ3_J,27310,9310,20MHz,20MHz,FDD,38800,48.79999924,21,4T4R,28251,L700,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300711,76982149,SKKFL,-42.355386,173.676041,290,18.7,1800_Kathrein_80010866_E025,133,344,718,0,SKKFJ3_L,19600,1600,20MHz,20MHz,FDD,38800,46,18.2,4T4R,28251,L1800,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300709,76981617,SKKAJ,-42.418723,173.692769,110,29,1800_Kathrein_80010866_E025,113,228,304,0,SKKAJ1_L,19600,1600,20MHz,20MHz,FDD,58830,47.79999924,20,2T2R,28251,L1800,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300709,76981629,SKKAJ,-42.418723,173.692769,350,29,2600_Kathrein_80010891_E04,125,229,662,0,SKKAJ2_N,21200,3200,20MHz,20MHz,FDD,38800,46,18.2,4T4R,28251,L2600,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300709,76981639,SKKAJ,-42.418723,173.692769,350,29,2600_Huawei_AOC4518R8v06_E02,135,230,757,0,SKKAJ3_N,21200,3200,20MHz,20MHz,FDD,38800,46,18.2,4T4R,28251,L2600,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300709,76981627,SKKAJ,-42.418723,173.692769,230,29,1800_Kathrein_80010891_E04,123,229,696,0,SKKAJ2_L,19600,1600,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,28251,L1800,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300709,76981615,SKKAJ,-42.418723,173.692769,110,29,0700_Kathrein_80010865_E02,111,228,361,0,SKKAJ1_J,27310,9310,20MHz,20MHz,FDD,58830,47.79999924,20,2T2R,28251,L700,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300709,76981625,SKKAJ,-42.418723,173.692769,230,29,0700_Kathrein_80010891_E04,121,229,178,0,SKKAJ2_J,27310,9310,20MHz,20MHz,FDD,58830,48.79999924,20,4T4R,28251,L700,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300709,76981635,SKKAJ,-42.418723,173.692769,350,29,0700_Huawei_AOC4518R8v06_E02,131,230,326,0,SKKAJ3_J,27310,9310,20MHz,20MHz,FDD,58830,48.79999924,20,2T2R,28251,L700,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300709,76981637,SKKAJ,-42.418723,173.692769,350,29,1800_Huawei_AOC4518R8v06_E02,133,230,424,0,SKKAJ3_L,19600,1600,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,28251,L1800,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300401,76902770,SKITJ,-41.441008,173.807635,150,30,2100_Kathrein_80010866_E03,114,90,24,0,SKITJ1_M,18275,275,15MHz,15MHz,FDD,22780,46,19.5,4T4R,28251,L2100,ACTIVE,UNBLOCKED
NOKIA,Marlborough 2,300401,76902780,SKITJ,-41.441008,173.807635,240,30,2100_Kathrein_80010864_E025,124,91,197,3,SKITJ2_M,18275,275,15MHz,15MHz,FDD,58830,46,19.5,4T4R,28251,L2100,ACTIVE,UNBLOCKED
SAMSUNG,WN Outer 1,638130,163361394,WKWHF,-41.260287,174.788723,60,15,2100_Commscope_RVV33BR3_E02,114,339,496,0,WKWHF1_M,18275,275,15MHz,15MHz,FDD,12200,46,19.4,4T4R,38151,L2100,ACTIVE,UNBLOCKED
SAMSUNG,WN Outer 1,638130,163361414,WKWHF,-41.260287,174.788723,330,15,2100_Kathrein_80010652_E01,134,340,320,0,WKWHF3_M,18275,275,15MHz,15MHz,FDD,12200,46,19.4,4T4R,38151,L2100,ACTIVE,UNBLOCKED
NOKIA,Bay of Plenty/Tauranga,300771,76997489,MKMIJ,-37.880565,175.93618,40,25,1800_Kathrein_80010652_E05,113,156,415,0,MKMIJ1_L,19600,1600,20MHz,20MHz,FDD,38800,46,18.2,4T4R,48131,L1800,ACTIVE,UNBLOCKED
NOKIA,Bay of Plenty/Tauranga,300771,76997487,MKMIJ,-37.880565,175.93618,40,25,0700_Commscope_FFVV-65C-R2_E05,111,156,120,0,MKMIJ1_J,27310,9310,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,48131,L700,ACTIVE,UNBLOCKED
NOKIA,Bay of Plenty/Tauranga,300771,76997497,MKMIJ,-37.880565,175.93618,220,25,0700_Commscope_FFVV-65C-R2_E10,121,157,337,0,MKMIJ2_J,27310,9310,20MHz,20MHz,FDD,58830,47.79999924,20,4T4R,48131,L700,ACTIVE,UNBLOCKED
NOKIA,Bay of Plenty/Tauranga,300771,76997507,MKMIJ,-37.880565,175.93618,310,25,0700_Commscope_FFVV-65C-R2_E08,131,158,230,0,MKMIJ3_J,27310,9310,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,48131,L700,ACTIVE,UNBLOCKED
NOKIA,Bay of Plenty/Tauranga,300771,76997499,MKMIJ,-37.880565,175.93618,220,25,1800_Kathrein_80010652_E08,123,157,197,0,MKMIJ2_L,19600,1600,20MHz,20MHz,FDD,38800,46,18.2,4T4R,48131,L1800,ACTIVE,UNBLOCKED
NOKIA,Bay of Plenty/Tauranga,300771,76997509,MKMIJ,-37.880565,175.93618,310,25,1800_Kathrein_80010652_E08,133,158,769,0,MKMIJ3_L,19600,1600,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,48131,L1800,ACTIVE,UNBLOCKED
RCG,Waikato,100607,25755403,RWKKMA,-36.865612,175.636226,220,15,0700_Commscope_KKZZV4-65D-R8_E05,11,59,611,0,RWKKMA011,27310,9310,20MHz,20MHz,FDD,22780,47.20000076,19.4,4T4R,12800,L700,ACTIVE,UNBLOCKED
RCG,Waikato,100607,25755404,RWKKMA,-36.865612,175.636226,300,15,0700_Commscope_RVV33BR3_E04,12,58,153,0,RWKKMA012,27310,9310,20MHz,20MHz,FDD,22780,47.20000076,19.4,2T2R,12800,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300245,76862834,NKMXJ,-35.682466,174.300992,120,15.9,2100_Commscope_RRZZHHTTS4-65B-R7_E04,114,375,672,0,NKMXJ1_M,18275,275,15MHz,15MHz,FDD,12200,46,19.5,4T4R,18161,L2100,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,1600,409711,SKNGA,-43.424415,172.653278,10,20,0700_Kathrein_80010866_E04,111,339,166,0,SKNGA1_J,27310,9310,20MHz,20MHz,FDD,37000,45.7,17.9,2T2R,28151,L700,ACTIVE,UNBLOCKED
CLUST-1,Canterbury North,1600,409721,SKNGA,-43.424415,172.653278,220,20,0700_Kathrein_80010866_E04,121,340,713,0,SKNGA2_J,27310,9310,20MHz,20MHz,FDD,22000,45.7,17.9,2T2R,28151,L700,ACTIVE,UNBLOCKED
CLUST-1,Rotorua/Taupo,1775,454511,MKGRA,-38.408974,176.54859,90,60,0700_Kathrein_80010866_E06,111,210,618,0,MKGRA1_J,27310,9310,20MHz,20MHz,FDD,37000,47.8,20,2T2R,48171,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300245,76862844,NKMXJ,-35.682466,174.300992,240,15.9,2100_Commscope_RRZZHHTTS4-65B-R7_E03,124,376,664,0,NKMXJ2_M,18275,275,15MHz,15MHz,FDD,12200,46,19.5,4T4R,18161,L2100,ACTIVE,UNBLOCKED
CLUST-1,Rotorua/Taupo,1775,454521,MKGRA,-38.408974,176.54859,200,60,0700_Kathrein_80010866_E06,121,211,149,0,MKGRA2_J,27310,9310,20MHz,20MHz,FDD,37000,47.8,20,2T2R,48171,L700,ACTIVE,UNBLOCKED
CLUST-1,Rotorua/Taupo,1775,454531,MKGRA,-38.408974,176.54859,320,60,0700_Kathrein_80010866_E06,131,212,282,0,MKGRA3_J,27310,9310,20MHz,20MHz,FDD,37000,47.8,20,2T2R,48171,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300971,77048689,NKGRJ,-35.040302,173.315186,30,20,1800_Kathrein_80010865_E025,113,39,140,0,NKGRJ1_L,19600,1600,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,18161,L1800,ACTIVE,UNBLOCKED
NOKIA,Northland,300245,76862854,NKMXJ,-35.682466,174.300992,359,15.9,2100_Commscope_RRZZHHTTS4-65B-R7_E03,134,377,640,0,NKMXJ3_M,18275,275,15MHz,15MHz,FDD,12200,46,19.5,4T4R,18161,L2100,ACTIVE,UNBLOCKED
NOKIA,Northland,300971,77048687,NKGRJ,-35.040302,173.315186,30,20,0700_Kathrein_80010866_E02,111,39,140,0,NKGRJ1_J,27310,9310,20MHz,20MHz,FDD,38800,47.79999924,20,4T4R,18161,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300971,77048697,NKGRJ,-35.040302,173.315186,150,20,0700_Kathrein_80010866_E02,121,40,118,0,NKGRJ2_J,27310,9310,20MHz,20MHz,FDD,22780,47.79999924,20,2T2R,18161,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300971,77048707,NKGRJ,-35.040302,173.315186,270,20,0700_Kathrein_80010866_E02,131,41,195,0,NKGRJ3_J,27310,9310,20MHz,20MHz,FDD,15920,47.79999924,20,4T4R,18161,L700,ACTIVE,UNBLOCKED
NOKIA,Northland,300971,77048699,NKGRJ,-35.040302,173.315186,150,20,1800_Kathrein_80010865_E025,123,40,119,0,NKGRJ2_L,19600,1600,20MHz,20MHz,FDD,15920,47.79999924,20,4T4R,18161,L1800,ACTIVE,UNBLOCKED
NOKIA,Northland,300971,77048709,NKGRJ,-35.040302,173.315186,270,20,1800_Kathrein_80010866_E025,133,41,195,0,NKGRJ3_L,19600,1600,20MHz,20MHz,FDD,15920,47.79999924,20,4T4R,18161,L1800,ACTIVE,UNBLOCKED
RCG,Northland,100050,25612911,RNLKPE,-36.223905,174.37376,0,15,1800_Kathrein_80010991_E07,111,192,180,0,RNLKPE111,19600,1600,20MHz,20MHz,FDD,22780,44.20000076,16.4,4T4R,12289,L1800,ACTIVE,UNBLOCKED
